occupation_pred,BASE_CUSTOMER_ID
11.0,173837
17.0,49193
12.0,64132
20.0,181160
22.0,36674
18.0,51262
20.0,148493
12.0,98337
12.0,73919
11.0,78375
15.0,151853
19.0,171139
21.0,179493
20.0,45818
12.0,149932
12.0,148966
13.0,72176
16.0,128174
11.0,182611
14.0,70918
21.0,61074
13.0,9008
11.0,108885
21.0,190048
12.0,45886
11.0,180245
11.0,9492
13.0,154829
19.0,174069
12.0,109363
15.0,52139
11.0,3862
18.0,29456
17.0,19967
10.0,58922
11.0,53537
13.0,26892
13.0,42355
17.0,3605
11.0,158665
20.0,188575
16.0,130248
11.0,171126
18.0,160561
10.0,39881
12.0,94077
10.0,165886
18.0,148373
11.0,182712
13.0,26547
22.0,49446
14.0,66371
17.0,69131
13.0,64693
12.0,133042
16.0,160155
12.0,130687
12.0,90817
11.0,185113
12.0,177203
16.0,99194
11.0,193315
10.0,189153
16.0,23895
10.0,62333
16.0,16162
11.0,139377
18.0,123567
11.0,114805
11.0,143815
12.0,111902
11.0,185040
15.0,55364
22.0,45267
12.0,54753
11.0,134801
11.0,21797
10.0,178428
12.0,32468
12.0,147673
12.0,101622
10.0,142031
11.0,63338
12.0,141897
12.0,114706
14.0,16753
11.0,99854
20.0,166861
15.0,109510
11.0,12161
15.0,2864
19.0,178376
11.0,175710
22.0,168528
15.0,148979
16.0,164949
15.0,11683
17.0,112761
17.0,126114
12.0,34295
15.0,11742
11.0,7602
16.0,22112
11.0,170861
15.0,2751
17.0,160875
20.0,190476
9.0,85744
17.0,193979
16.0,195856
21.0,156524
21.0,24992
14.0,152227
15.0,189920
16.0,142120
10.0,105986
12.0,35205
18.0,157328
10.0,65947
18.0,1763
11.0,154071
12.0,140691
11.0,126426
9.0,192276
19.0,127152
17.0,103277
11.0,46618
13.0,192752
14.0,18370
16.0,71201
13.0,21778
16.0,19526
15.0,168362
9.0,124499
11.0,111540
12.0,58940
16.0,10380
20.0,145025
11.0,38843
22.0,134288
20.0,183263
16.0,169351
14.0,105710
18.0,64331
11.0,192535
11.0,120491
12.0,102856
11.0,145657
18.0,71583
10.0,43623
15.0,153599
18.0,61768
14.0,80090
19.0,120688
12.0,141025
18.0,122844
10.0,30345
19.0,129276
19.0,143751
12.0,177895
15.0,35765
13.0,37849
18.0,21323
21.0,151865
19.0,150708
12.0,58094
13.0,128264
11.0,192009
10.0,141832
12.0,76259
15.0,8701
20.0,51136
13.0,27578
12.0,27165
14.0,28444
12.0,49624
11.0,116389
12.0,156294
10.0,171150
14.0,135528
11.0,122090
20.0,63755
18.0,6448
16.0,7885
19.0,113081
20.0,139131
9.0,36015
11.0,4124
17.0,164316
12.0,107915
15.0,134593
22.0,169827
11.0,143408
22.0,148034
13.0,27571
12.0,5524
12.0,128007
21.0,165266
11.0,46847
18.0,193174
19.0,148881
15.0,158716
16.0,20784
20.0,148860
11.0,128748
19.0,159847
10.0,187515
14.0,42128
14.0,35482
11.0,140801
13.0,36472
15.0,52982
11.0,193572
18.0,139032
10.0,19537
13.0,26052
14.0,142686
14.0,99065
13.0,34484
16.0,31210
22.0,47607
17.0,50766
13.0,103072
9.0,163302
14.0,40008
17.0,2260
10.0,188399
12.0,49886
19.0,186948
11.0,5089
9.0,30732
11.0,142482
11.0,60125
18.0,137011
21.0,166352
11.0,184938
13.0,100649
15.0,52697
11.0,100733
11.0,36647
16.0,76555
22.0,123419
11.0,26873
17.0,142852
16.0,98894
18.0,196477
17.0,42544
16.0,32425
13.0,46585
12.0,39861
18.0,143727
16.0,178148
12.0,17729
15.0,137961
15.0,178067
12.0,51497
11.0,73937
11.0,144833
13.0,117628
12.0,67876
14.0,121560
12.0,132351
16.0,192421
10.0,188525
15.0,176020
17.0,17247
20.0,73854
13.0,46040
16.0,144130
22.0,191146
14.0,192866
9.0,194049
22.0,191340
16.0,163851
10.0,48099
17.0,136539
10.0,144402
16.0,111417
11.0,54410
12.0,10738
11.0,95841
11.0,106872
11.0,173856
10.0,167307
10.0,188479
12.0,107499
14.0,58650
12.0,189290
11.0,115512
20.0,138440
11.0,21293
15.0,151505
15.0,143086
13.0,44243
20.0,146571
12.0,28234
15.0,126312
12.0,148350
19.0,25476
10.0,9350
11.0,60431
13.0,42378
18.0,25332
8.0,2936
8.0,6606
13.0,39378
18.0,104226
18.0,168640
11.0,166867
12.0,68065
8.0,75002
20.0,154781
11.0,183002
11.0,56107
23.0,194202
18.0,125981
21.0,126323
12.0,153202
9.0,174202
18.0,136904
13.0,56339
16.0,137953
12.0,185174
12.0,79690
12.0,109565
13.0,38250
12.0,76118
19.0,39782
12.0,104855
12.0,69739
17.0,170502
15.0,70773
21.0,31736
18.0,192288
12.0,146625
11.0,182753
17.0,6906
12.0,118947
11.0,53373
13.0,101676
20.0,48186
12.0,42131
16.0,33064
15.0,109852
16.0,129508
17.0,68139
11.0,106078
12.0,94150
11.0,146536
11.0,119496
16.0,7502
11.0,105136
16.0,12525
19.0,172690
22.0,157723
10.0,175793
11.0,52660
10.0,1950
15.0,29341
20.0,186024
16.0,92673
13.0,59358
10.0,142676
13.0,27664
13.0,74811
22.0,120777
13.0,158918
10.0,90959
15.0,14825
22.0,158156
11.0,94307
15.0,76715
16.0,145465
15.0,187094
13.0,134263
13.0,9181
16.0,4953
19.0,189373
11.0,101901
11.0,24952
21.0,190204
12.0,115151
17.0,19062
12.0,81074
11.0,185306
10.0,55181
20.0,135235
10.0,126507
17.0,95267
18.0,49076
9.0,5928
18.0,92699
9.0,146111
13.0,1527
13.0,15667
22.0,163559
17.0,127830
15.0,84422
19.0,8922
17.0,102327
13.0,79686
18.0,138517
14.0,194770
19.0,113738
18.0,81128
11.0,90816
12.0,62214
16.0,124435
11.0,89319
12.0,148748
10.0,26288
11.0,175029
10.0,61461
16.0,60137
18.0,140788
11.0,15469
9.0,126740
12.0,159282
12.0,159579
10.0,54373
10.0,127786
11.0,153464
18.0,154144
13.0,107335
14.0,103678
16.0,75928
11.0,109369
12.0,72309
17.0,170418
11.0,185304
11.0,125307
11.0,93122
16.0,15634
11.0,20398
19.0,125042
16.0,14752
10.0,120821
12.0,121192
18.0,145158
18.0,69175
13.0,14761
10.0,191434
16.0,194218
11.0,120448
11.0,64732
10.0,29090
16.0,69407
16.0,70771
17.0,108387
11.0,13117
17.0,49196
12.0,77163
12.0,43456
17.0,61219
11.0,13086
9.0,115545
9.0,160157
13.0,20875
11.0,29614
11.0,10442
12.0,170687
11.0,181906
11.0,61722
16.0,115950
13.0,123907
9.0,181379
17.0,53835
17.0,118834
11.0,177346
16.0,24792
16.0,159730
17.0,13336
21.0,18840
11.0,174924
10.0,193320
16.0,184767
12.0,145128
16.0,136282
14.0,23568
20.0,146760
11.0,130571
12.0,56199
20.0,59333
16.0,57683
13.0,119934
12.0,144251
11.0,167151
12.0,155025
11.0,113408
19.0,159228
11.0,10426
11.0,129721
20.0,180305
13.0,32543
20.0,185994
13.0,52377
12.0,149491
14.0,78252
11.0,136742
11.0,131190
19.0,177287
8.0,122626
21.0,170432
22.0,67024
21.0,97828
13.0,86576
12.0,101475
11.0,127155
12.0,81428
17.0,82301
13.0,64514
15.0,61413
15.0,187342
17.0,15474
11.0,49081
19.0,43840
11.0,141299
20.0,157186
12.0,146637
11.0,60142
11.0,87232
11.0,182255
11.0,34864
15.0,150479
11.0,194651
11.0,181096
17.0,139961
11.0,34496
17.0,48305
15.0,16937
16.0,151507
12.0,65750
20.0,139739
20.0,187370
11.0,191418
11.0,106930
20.0,133904
10.0,8919
17.0,163374
11.0,178406
12.0,142411
13.0,105821
16.0,13122
16.0,15759
20.0,165808
11.0,42468
20.0,155889
10.0,156677
11.0,46718
11.0,110032
18.0,65050
10.0,168130
13.0,160285
10.0,55828
13.0,44799
10.0,34773
15.0,13262
16.0,121014
15.0,122524
10.0,27489
8.0,1063
12.0,78183
15.0,151353
20.0,147293
11.0,72705
11.0,134578
17.0,7986
12.0,99943
19.0,168767
12.0,121518
11.0,117415
14.0,106304
20.0,145987
18.0,162029
17.0,128750
16.0,29514
20.0,146940
11.0,96774
18.0,60135
18.0,18479
12.0,172965
22.0,183484
11.0,52645
11.0,120236
12.0,129023
15.0,6148
12.0,129559
17.0,89957
8.0,133353
16.0,11907
11.0,54168
14.0,6880
11.0,8254
11.0,19505
19.0,156779
15.0,119100
10.0,143303
14.0,145849
12.0,64686
18.0,83762
11.0,61229
13.0,113696
18.0,52124
17.0,34497
11.0,174560
13.0,141869
18.0,159704
11.0,167001
12.0,59955
12.0,147369
11.0,18595
17.0,61495
16.0,52706
12.0,85296
16.0,79625
20.0,77483
16.0,172889
20.0,156323
19.0,178333
11.0,22147
17.0,171005
16.0,193295
18.0,31034
17.0,186132
10.0,93968
8.0,20028
17.0,127827
18.0,36667
16.0,67940
11.0,178369
11.0,29400
15.0,179057
15.0,59984
11.0,119321
17.0,105126
14.0,11033
17.0,126774
12.0,141496
10.0,116499
16.0,51294
18.0,132499
13.0,39009
13.0,33435
11.0,186878
12.0,36020
10.0,75843
12.0,180642
11.0,177936
22.0,152525
14.0,108355
18.0,171310
14.0,70706
14.0,158992
19.0,159294
13.0,58771
9.0,136346
10.0,194816
11.0,146447
15.0,53317
11.0,182677
16.0,104347
18.0,165467
12.0,150144
12.0,5727
10.0,70585
10.0,188636
11.0,24428
10.0,12975
18.0,98448
11.0,38227
15.0,29955
14.0,29862
15.0,154572
10.0,181036
16.0,138087
12.0,41680
16.0,161760
18.0,172884
12.0,93845
20.0,182011
15.0,183407
13.0,70131
15.0,88097
11.0,65547
12.0,186150
20.0,68422
11.0,113698
10.0,91864
11.0,124402
12.0,127935
12.0,129607
22.0,153046
13.0,12264
10.0,64469
12.0,101064
20.0,134865
12.0,134986
13.0,124884
11.0,84785
11.0,189546
12.0,85679
19.0,122301
8.0,132428
11.0,69571
10.0,191380
12.0,72389
10.0,39993
12.0,100911
13.0,14008
16.0,31035
13.0,9514
19.0,171609
17.0,138245
16.0,101573
10.0,185160
11.0,145260
17.0,111508
15.0,168409
15.0,45664
17.0,2906
15.0,80825
10.0,158595
17.0,113539
18.0,181663
11.0,6005
11.0,34853
20.0,69316
12.0,161396
13.0,621
18.0,94281
11.0,107071
10.0,109644
11.0,136563
11.0,138193
13.0,76539
11.0,22513
13.0,129514
11.0,143347
15.0,193124
10.0,16154
11.0,168028
17.0,117623
15.0,114182
19.0,132257
12.0,160782
12.0,160301
12.0,23038
19.0,184321
12.0,57142
11.0,207
11.0,33394
13.0,56018
11.0,156005
14.0,76500
10.0,186295
11.0,182644
12.0,156874
12.0,162105
11.0,19468
11.0,177814
11.0,186523
11.0,170993
14.0,44533
10.0,98593
17.0,192895
11.0,154584
11.0,151352
11.0,95939
11.0,102448
14.0,75816
8.0,10294
11.0,184428
12.0,124116
10.0,124992
10.0,79685
19.0,147617
12.0,17599
16.0,60878
14.0,157974
12.0,152091
12.0,150589
20.0,147124
18.0,171984
11.0,84534
11.0,7211
17.0,121355
11.0,146311
11.0,79002
11.0,7863
14.0,196187
18.0,149279
16.0,44385
12.0,113761
13.0,25293
18.0,66786
16.0,49722
11.0,70570
11.0,131579
12.0,99570
15.0,196313
16.0,196451
11.0,84782
19.0,96834
11.0,169938
14.0,5619
20.0,175345
11.0,124907
21.0,151592
18.0,134245
19.0,186480
8.0,142305
11.0,84128
18.0,168970
19.0,126927
19.0,13912
11.0,155021
15.0,188442
19.0,158932
16.0,32846
21.0,149644
20.0,102155
11.0,77590
18.0,50035
18.0,40678
18.0,115902
11.0,188152
11.0,172218
11.0,188826
18.0,136299
17.0,186745
17.0,152761
12.0,1493
18.0,166949
11.0,86163
9.0,188249
12.0,162755
17.0,194780
14.0,1049
11.0,106831
10.0,25425
13.0,97133
18.0,26684
13.0,79782
16.0,80885
12.0,86431
11.0,20014
13.0,15359
17.0,27155
12.0,19000
8.0,165453
10.0,59519
10.0,166017
16.0,46261
12.0,88354
12.0,136273
16.0,117839
19.0,42159
10.0,21423
14.0,104798
16.0,8695
11.0,170470
13.0,151664
16.0,72651
11.0,126623
11.0,114559
18.0,105222
20.0,165349
12.0,44666
16.0,168944
11.0,180434
13.0,11681
18.0,159894
11.0,42302
12.0,121572
11.0,9043
11.0,20737
11.0,171427
11.0,52681
14.0,159020
14.0,113723
15.0,164368
12.0,37805
10.0,182369
10.0,175784
10.0,19258
11.0,15826
16.0,67676
23.0,143122
17.0,143770
13.0,47695
11.0,134913
17.0,105615
22.0,158232
11.0,34723
10.0,74713
11.0,57880
16.0,7358
12.0,183516
23.0,139393
8.0,18901
18.0,49386
11.0,161239
11.0,30447
11.0,115167
11.0,124791
13.0,81141
10.0,62722
11.0,160459
10.0,31722
10.0,193252
10.0,50073
22.0,184902
11.0,154173
15.0,40553
19.0,128454
12.0,183739
13.0,17996
13.0,61983
21.0,75514
12.0,61879
21.0,160147
18.0,38590
17.0,61622
12.0,80378
11.0,9732
16.0,176453
19.0,36308
16.0,114166
11.0,33216
12.0,180401
12.0,133290
11.0,131831
20.0,99633
16.0,167816
16.0,133910
10.0,147456
15.0,164336
11.0,181219
12.0,172283
11.0,61923
17.0,124406
12.0,76306
18.0,155119
17.0,139322
11.0,49009
12.0,140120
11.0,180617
11.0,65811
11.0,161258
10.0,138859
10.0,74068
11.0,139775
19.0,96130
17.0,109440
16.0,65309
19.0,75818
12.0,105342
12.0,74231
19.0,127797
12.0,70670
11.0,187232
22.0,159075
13.0,63430
19.0,166667
15.0,76797
15.0,20545
11.0,140459
17.0,19740
23.0,156231
16.0,79231
11.0,186055
16.0,46968
20.0,189759
14.0,182912
12.0,29331
10.0,72261
18.0,193367
12.0,13716
11.0,172052
17.0,153640
13.0,61901
10.0,11132
16.0,55963
12.0,162873
12.0,93909
10.0,153316
13.0,89679
16.0,144716
14.0,26138
18.0,179917
10.0,37767
10.0,30438
12.0,19727
19.0,22461
13.0,83058
17.0,113783
11.0,74089
11.0,167120
13.0,133754
12.0,98234
11.0,146373
10.0,59581
11.0,169582
11.0,114230
18.0,154350
16.0,185261
12.0,89031
13.0,93515
10.0,11885
17.0,117479
15.0,86023
10.0,178760
17.0,108849
12.0,16455
14.0,65749
14.0,85486
18.0,97334
14.0,116589
17.0,22469
17.0,6819
15.0,122748
11.0,122079
12.0,81041
11.0,35983
9.0,13853
17.0,150031
10.0,182297
15.0,49586
12.0,125617
13.0,152894
15.0,73868
13.0,103632
12.0,125969
12.0,67355
10.0,165048
11.0,75668
11.0,89792
10.0,27442
8.0,196020
23.0,166729
15.0,64183
11.0,176700
12.0,2142
9.0,80051
16.0,193899
17.0,70275
20.0,66669
12.0,119955
18.0,53223
12.0,23469
16.0,187996
11.0,47759
18.0,120127
21.0,151031
20.0,85677
19.0,63334
11.0,176960
19.0,86426
11.0,137489
15.0,43559
18.0,188789
11.0,35467
16.0,7773
14.0,69399
21.0,61350
14.0,95629
11.0,45075
19.0,164895
21.0,107598
21.0,54980
12.0,94589
11.0,2371
8.0,103300
11.0,158593
11.0,182692
11.0,138735
11.0,32668
11.0,92955
15.0,154917
13.0,45119
21.0,144947
16.0,151757
16.0,4830
14.0,3649
15.0,125481
20.0,70690
16.0,74924
12.0,186501
20.0,16625
12.0,17774
12.0,43628
21.0,98935
13.0,140414
18.0,162975
17.0,188577
19.0,163430
23.0,185448
10.0,115429
12.0,8777
10.0,75126
13.0,95322
13.0,36593
13.0,34616
13.0,18102
12.0,175594
12.0,175934
20.0,187258
19.0,188607
12.0,35133
11.0,40171
17.0,175119
20.0,133747
20.0,182671
15.0,149186
9.0,67097
15.0,65931
19.0,45732
11.0,39265
11.0,194421
11.0,27618
9.0,142849
10.0,92884
10.0,41112
13.0,101049
15.0,7651
13.0,196075
10.0,123795
12.0,2416
10.0,179715
11.0,17710
21.0,55675
10.0,11689
11.0,75438
16.0,140545
18.0,146200
19.0,63567
21.0,55159
10.0,174301
16.0,22485
12.0,178192
11.0,131368
13.0,65904
12.0,58067
18.0,54290
16.0,60849
14.0,31068
8.0,40296
11.0,10732
16.0,68979
12.0,1010
13.0,45464
12.0,38122
14.0,25776
22.0,169153
11.0,155882
10.0,73967
8.0,36680
18.0,34765
14.0,29322
22.0,81165
13.0,70883
21.0,189847
20.0,125855
16.0,145927
12.0,141056
12.0,94026
18.0,75557
16.0,131275
17.0,127958
18.0,128282
19.0,63
16.0,89221
11.0,5590
18.0,33907
10.0,164
14.0,45918
13.0,79071
12.0,5279
11.0,16079
11.0,146268
14.0,194297
11.0,52485
15.0,194597
11.0,114912
18.0,121540
11.0,43268
15.0,177696
18.0,89311
12.0,51371
9.0,173558
21.0,135624
11.0,73922
17.0,105304
11.0,41506
10.0,183085
19.0,184656
10.0,9370
22.0,112245
10.0,38818
19.0,30650
11.0,112622
13.0,31605
13.0,84304
16.0,31279
21.0,153338
22.0,162255
12.0,106092
12.0,45642
14.0,68925
11.0,156344
12.0,152952
15.0,135605
16.0,82203
21.0,133856
12.0,176345
15.0,175648
12.0,48505
11.0,50107
14.0,113132
12.0,183096
21.0,138540
10.0,144087
19.0,113706
13.0,12206
14.0,171789
11.0,175255
12.0,79951
12.0,95167
12.0,105102
9.0,39946
11.0,1468
10.0,130266
20.0,45140
11.0,89106
18.0,157718
20.0,195125
12.0,107056
12.0,6786
17.0,190683
20.0,39897
14.0,17815
12.0,108703
21.0,61210
17.0,174696
19.0,131584
16.0,15331
12.0,51988
20.0,174434
10.0,128038
13.0,45623
18.0,178472
10.0,101822
10.0,157491
10.0,183403
13.0,14820
17.0,83698
13.0,15382
14.0,39640
16.0,53413
15.0,83892
16.0,122501
18.0,181060
11.0,97075
10.0,68085
12.0,31133
12.0,137761
16.0,65785
17.0,66538
10.0,159923
12.0,144438
11.0,20139
12.0,744
11.0,18911
14.0,75345
18.0,132335
10.0,44661
18.0,178342
17.0,180916
20.0,149270
16.0,76149
18.0,155995
10.0,189504
10.0,132362
13.0,15646
11.0,114936
11.0,139215
12.0,161920
14.0,60954
11.0,16518
15.0,65672
12.0,110223
14.0,42536
11.0,140238
22.0,109131
16.0,129439
11.0,87403
12.0,132310
11.0,131715
11.0,175985
10.0,10955
19.0,113263
13.0,44431
12.0,87197
12.0,142960
19.0,115497
12.0,139437
16.0,130194
16.0,1912
11.0,118806
12.0,35029
15.0,131676
11.0,143803
13.0,115007
12.0,179517
19.0,119787
12.0,60859
11.0,142297
12.0,176758
10.0,168723
11.0,4181
12.0,193927
16.0,195170
22.0,195306
16.0,189688
20.0,172223
9.0,164800
10.0,105089
12.0,33541
9.0,43032
12.0,35567
18.0,52266
11.0,22245
12.0,73713
10.0,91427
12.0,50923
17.0,115670
18.0,82129
9.0,50600
16.0,118928
16.0,38100
20.0,38487
18.0,39015
13.0,33233
11.0,182880
11.0,162535
12.0,79049
11.0,167913
12.0,95897
11.0,178457
11.0,3536
7.0,64091
10.0,156082
12.0,10068
14.0,86058
13.0,112548
11.0,14253
20.0,35732
16.0,110535
11.0,144221
20.0,146699
11.0,129485
20.0,77178
13.0,5419
19.0,32378
9.0,140342
22.0,149800
14.0,101860
11.0,158955
14.0,157210
11.0,44009
12.0,57428
20.0,176975
20.0,108795
16.0,51232
19.0,162025
11.0,188125
12.0,140264
18.0,119388
22.0,10828
17.0,135622
12.0,104230
18.0,123445
13.0,99015
18.0,194232
15.0,122035
11.0,74674
11.0,150665
17.0,70010
11.0,49440
17.0,101604
11.0,107430
21.0,177400
11.0,132854
11.0,187889
18.0,163319
11.0,78242
18.0,44364
11.0,47232
15.0,146380
14.0,44569
10.0,175829
11.0,31083
11.0,2718
14.0,18596
11.0,188345
12.0,156787
15.0,114213
18.0,187858
12.0,155740
13.0,104637
17.0,171986
11.0,87875
15.0,111627
13.0,85354
15.0,69663
10.0,117040
11.0,186278
11.0,78503
21.0,161452
11.0,115583
13.0,10990
8.0,70637
11.0,99319
10.0,58453
18.0,6297
11.0,167731
11.0,80297
20.0,153940
11.0,130028
14.0,72017
17.0,114807
11.0,113560
10.0,142558
11.0,162983
13.0,65023
23.0,154171
10.0,182577
13.0,15491
11.0,31673
11.0,131614
12.0,102038
11.0,25464
11.0,177056
11.0,88490
12.0,164037
21.0,175071
11.0,5730
12.0,4617
16.0,15762
11.0,162050
16.0,163600
17.0,127950
14.0,108765
21.0,98990
20.0,137813
14.0,5307
12.0,47081
12.0,62115
16.0,165302
15.0,49450
11.0,176673
11.0,174250
11.0,140982
21.0,1985
13.0,45906
13.0,45748
11.0,132162
16.0,109863
19.0,130169
12.0,183049
12.0,145367
11.0,177542
12.0,68635
16.0,74834
19.0,23163
19.0,51781
20.0,175420
13.0,44684
16.0,41315
11.0,190006
21.0,186585
15.0,37571
19.0,158257
17.0,140369
14.0,76075
15.0,153654
13.0,191220
11.0,182549
10.0,196550
11.0,176083
11.0,134059
12.0,40607
14.0,179306
12.0,122710
12.0,104084
14.0,66562
13.0,49404
12.0,174195
11.0,35577
16.0,174838
16.0,3719
11.0,162698
11.0,12296
11.0,10410
11.0,167890
20.0,51298
18.0,146190
14.0,163196
13.0,3115
15.0,112530
15.0,28153
15.0,30043
17.0,103319
16.0,14650
23.0,103278
11.0,181347
16.0,184138
11.0,30503
13.0,159910
12.0,172886
11.0,175426
16.0,70230
12.0,154237
15.0,131063
19.0,159381
11.0,145974
11.0,52248
11.0,153711
11.0,74828
15.0,166457
15.0,119412
9.0,29012
10.0,38059
19.0,38070
14.0,41478
11.0,180494
16.0,81475
11.0,25931
18.0,67666
19.0,176631
12.0,192736
11.0,192810
11.0,177028
15.0,194349
12.0,193739
11.0,76895
12.0,193935
17.0,46043
19.0,188410
12.0,87120
12.0,51034
11.0,175975
12.0,56729
12.0,116705
10.0,178484
18.0,130350
10.0,135481
11.0,142497
8.0,177943
19.0,12721
18.0,124979
12.0,72518
11.0,138088
12.0,30334
12.0,78226
18.0,190299
21.0,100266
11.0,192555
11.0,33962
11.0,65742
11.0,90610
21.0,164630
18.0,62534
15.0,79332
15.0,162480
13.0,68595
13.0,128379
11.0,50586
15.0,188723
20.0,67868
18.0,86930
17.0,190407
12.0,195474
15.0,176701
18.0,54148
11.0,62329
15.0,45251
11.0,132964
14.0,193093
17.0,57083
22.0,125228
14.0,144521
11.0,160474
15.0,166415
14.0,90566
17.0,194089
13.0,17645
18.0,120109
15.0,100706
10.0,133726
16.0,126081
11.0,155583
10.0,72228
10.0,184343
16.0,36610
14.0,85952
10.0,155385
13.0,161900
12.0,163390
18.0,129712
19.0,192077
16.0,88110
11.0,133589
13.0,16389
13.0,14461
11.0,83670
10.0,68069
12.0,40948
12.0,177128
11.0,157061
12.0,138667
12.0,158407
10.0,48655
16.0,133939
12.0,134395
17.0,109166
12.0,131530
10.0,161089
16.0,105209
11.0,45829
12.0,102386
11.0,177000
11.0,158923
11.0,72331
14.0,14199
11.0,37979
13.0,77247
16.0,26294
12.0,8500
11.0,196054
16.0,71539
14.0,48972
13.0,81703
22.0,57779
16.0,14197
13.0,146543
19.0,173905
12.0,27420
10.0,174264
13.0,25098
10.0,41130
18.0,117376
14.0,191170
13.0,24358
11.0,148148
11.0,129547
10.0,190816
15.0,18926
10.0,151268
12.0,119133
15.0,145836
18.0,17901
15.0,122341
12.0,101315
8.0,93904
11.0,67039
21.0,171336
9.0,171435
18.0,39860
11.0,172837
17.0,183271
13.0,43719
13.0,185129
10.0,12431
12.0,166990
9.0,113629
11.0,173162
11.0,130018
20.0,40661
11.0,170762
10.0,37015
11.0,186522
18.0,165270
12.0,10113
19.0,42989
16.0,135741
21.0,156637
11.0,60773
18.0,161372
14.0,28302
18.0,58084
11.0,106696
13.0,84229
10.0,173999
15.0,2542
18.0,42410
13.0,77118
13.0,89545
12.0,176705
17.0,63350
17.0,57504
15.0,80171
21.0,185505
17.0,61813
11.0,80343
11.0,163532
11.0,63658
10.0,105474
11.0,182456
19.0,55514
18.0,55679
13.0,35041
11.0,164572
12.0,187525
10.0,174252
10.0,98431
12.0,137042
12.0,157749
13.0,29430
19.0,179452
10.0,75353
21.0,169171
15.0,68372
21.0,174982
12.0,89030
11.0,169899
11.0,24713
20.0,144273
9.0,168796
21.0,61118
19.0,152490
15.0,167376
19.0,121136
15.0,68103
11.0,99630
19.0,55477
21.0,73004
18.0,185482
17.0,161840
14.0,192816
13.0,179632
18.0,41005
8.0,41881
20.0,40984
10.0,70309
16.0,192845
17.0,183269
15.0,68960
11.0,106825
15.0,85133
12.0,71830
11.0,63703
11.0,128689
19.0,139858
18.0,119847
11.0,136470
18.0,189767
19.0,189853
12.0,61596
17.0,158819
12.0,190026
19.0,184574
16.0,13325
10.0,17544
17.0,65308
23.0,145820
15.0,81308
16.0,130872
12.0,54943
21.0,127198
15.0,72635
18.0,54001
16.0,75872
12.0,151877
16.0,23120
22.0,137987
11.0,174602
11.0,22104
11.0,176213
12.0,28743
17.0,18224
20.0,192084
16.0,11721
18.0,132341
16.0,75036
10.0,102620
10.0,69448
11.0,128661
9.0,183465
20.0,175995
13.0,178845
12.0,89010
12.0,140504
11.0,148392
13.0,75624
17.0,46636
18.0,61972
19.0,2268
17.0,168096
10.0,188678
10.0,120921
15.0,191583
11.0,182133
14.0,48153
17.0,195429
11.0,147748
14.0,132554
11.0,148924
10.0,34578
11.0,125611
22.0,188719
14.0,132986
13.0,92404
12.0,173073
17.0,146458
11.0,176604
16.0,120064
15.0,14482
10.0,166339
11.0,15400
20.0,184020
10.0,99478
11.0,163320
19.0,105755
10.0,51192
10.0,13498
10.0,23622
8.0,190314
10.0,195410
12.0,85342
17.0,194236
11.0,21660
13.0,87617
17.0,157487
11.0,77879
11.0,9776
18.0,47533
11.0,22489
9.0,192175
14.0,75258
11.0,76275
11.0,171344
11.0,193358
12.0,4360
12.0,152275
17.0,80133
10.0,149300
17.0,15611
11.0,112046
17.0,173721
19.0,41688
16.0,131588
13.0,31906
17.0,53986
22.0,136542
12.0,37152
16.0,47298
13.0,71646
18.0,109830
12.0,16828
10.0,41138
14.0,42352
7.0,153861
15.0,109581
11.0,5539
10.0,79291
15.0,83383
13.0,43410
15.0,93614
12.0,99511
18.0,169382
12.0,4895
9.0,194586
14.0,186828
18.0,185086
21.0,162641
21.0,175568
11.0,170914
10.0,12315
10.0,13735
20.0,74465
16.0,33388
18.0,43190
11.0,20663
10.0,121513
10.0,139304
16.0,95138
13.0,38821
13.0,29656
11.0,122578
12.0,140973
14.0,1218
19.0,28889
14.0,51652
17.0,88008
14.0,193067
19.0,106411
16.0,183993
17.0,127
10.0,69354
11.0,190142
17.0,14044
11.0,124642
19.0,169777
11.0,190068
13.0,47359
13.0,8762
16.0,2313
18.0,1611
12.0,83371
11.0,196002
8.0,183352
11.0,154259
11.0,134027
17.0,53857
15.0,144544
15.0,102936
11.0,185501
14.0,182736
11.0,181292
11.0,30226
12.0,146893
16.0,146327
11.0,186299
17.0,7519
12.0,84117
15.0,26045
17.0,64167
18.0,60926
17.0,182066
15.0,74259
14.0,191582
12.0,80108
21.0,161719
9.0,191177
11.0,175389
12.0,30848
14.0,196100
10.0,46691
19.0,162152
18.0,77047
11.0,137852
8.0,126772
12.0,56992
12.0,75443
12.0,162857
19.0,149510
12.0,34519
11.0,159595
11.0,57847
11.0,187372
16.0,11218
14.0,126583
19.0,127904
10.0,146854
14.0,80888
16.0,141690
12.0,151014
12.0,120685
11.0,99290
10.0,34818
15.0,22267
8.0,8300
13.0,4110
13.0,45571
16.0,2747
11.0,130629
13.0,908
12.0,143752
12.0,134001
12.0,70479
13.0,120361
11.0,195097
17.0,195453
13.0,23904
11.0,195902
12.0,96276
16.0,154163
18.0,17717
21.0,76963
10.0,5709
11.0,139436
11.0,179128
8.0,173413
11.0,20481
13.0,122579
15.0,37140
18.0,81890
15.0,178698
22.0,177543
20.0,184026
11.0,182203
10.0,47949
18.0,131582
12.0,4856
18.0,92927
17.0,124269
