,BASE_CUSTOMER_ID,BIRTHDAY_Y
41362,76999,1958
41371,161131,1959
41384,184074,1959
41392,91244,1959
41406,28202,1959
41407,77300,1959
41408,72084,1959
41411,185606,1959
41412,8962,1959
41413,33901,1959
41416,17065,1959
41419,125099,1959
41421,75614,1959
41427,105143,1959
41435,32324,1966
41438,69309,1959
41441,17754,1959
41444,84062,1959
41447,100169,1959
41448,42297,1959
41458,181059,1959
41459,97861,1959
41460,23890,1959
41465,61994,1959
41479,21749,1959
41487,46977,1959
41490,178735,1959
41501,81553,1959
41516,145289,1959
41524,95213,1959
41534,151104,1959
41538,27603,1959
41539,82294,1959
41540,849,1958
41546,35672,1959
41570,125258,1959
41580,150623,1958
41583,59489,1959
41595,60057,1966
41603,187979,1959
41605,164341,1959
41620,127208,1959
41631,193214,1959
41647,181278,1959
41648,16682,1959
41658,12563,1959
41668,78443,1959
41669,114335,1959
41676,80723,1959
41687,126741,1959
41688,38167,1959
41694,49016,1959
41702,108078,1959
41724,188160,1959
41728,160862,1959
41735,33314,1959
41738,30675,1959
41739,82186,1958
41740,81817,1959
41741,29314,1959
41742,19388,1958
41743,82602,1959
41744,41634,1959
41750,9604,1959
41751,103803,1959
41760,131028,1959
41762,111144,1959
41774,171621,1959
41776,82896,1959
41779,154800,1959
41783,33324,1958
41787,179048,1959
41799,141075,1959
41803,175813,1959
41808,155459,1959
41809,54600,1959
41812,52626,1959
41816,68132,1959
41822,34539,1959
41829,101319,1958
41832,42224,1959
41835,80676,1959
41838,102991,1959
41839,15916,1959
41842,70234,1959
41845,116951,1959
41846,182780,1959
41848,123663,1959
41850,55036,1973
41851,169015,1959
41852,25321,1959
41857,143301,1959
41858,130237,1959
41862,135633,1959
41866,76174,1959
41871,38456,1959
41884,184180,1959
41886,76549,1958
41891,78983,1958
41892,97692,1959
41899,158824,1959
41904,182316,1959
41912,110087,1959
41917,157588,1959
41918,90145,1959
41919,171384,1958
41937,187150,1959
41946,86510,1959
41949,63476,1959
41956,154172,1959
41962,148182,1959
41966,186887,1959
41974,63486,1959
41991,116100,1959
41995,39439,1959
41999,167789,1959
42006,105657,1958
42008,150014,1959
42013,68351,1959
42020,140293,1959
42021,189482,1959
42024,120030,1959
42025,23816,1959
42030,118356,1959
42033,121888,1959
42034,179673,1959
42038,187413,1959
42040,127602,1959
42045,2127,1959
42052,22296,1959
42053,179819,1966
42056,78417,1959
42067,81050,1959
42073,12225,1958
42076,118744,1959
42080,54861,1959
42086,187571,1959
42093,21454,1959
42095,178932,1959
42100,8539,1959
42104,148486,1959
42105,127969,1959
42106,89053,1959
42107,153888,1959
42108,66955,1959
42113,13915,1958
42114,185110,1959
42120,134644,1959
42135,6597,1959
42136,177787,1959
42137,136385,1959
42140,137409,1959
42142,10226,1959
42145,29874,1959
42147,89025,1959
42151,15808,1959
42152,177732,1959
42153,10035,1959
42156,150363,1958
42157,175532,1959
42158,31743,1959
42159,115778,1958
42161,99582,1959
42168,160971,1958
42176,17786,1959
42184,45771,1959
42186,20993,1959
42189,128862,1958
42208,108220,1959
42213,38838,1958
42217,171098,1959
42224,93985,1959
42233,146055,1959
42237,34215,1959
42244,170443,1959
42245,188855,1959
42260,109390,1959
42262,28322,1959
42266,104536,1959
42269,9799,1959
42272,114919,1959
42280,59051,1959
42302,85776,1959
42315,15825,1958
42327,8537,1959
42328,3977,1959
42339,127245,1959
42342,21729,1959
42343,39059,1959
42344,119712,1958
42345,172979,1959
42348,180977,1959
42354,179617,1959
42360,188116,1958
42361,182264,1958
42363,118915,1959
42364,49943,1959
42371,167870,1959
42374,70420,1966
42384,173447,1959
42386,172248,1959
42391,172980,1958
42397,4535,1959
42399,146784,1959
42401,190820,1959
42412,144783,1959
42414,110613,1958
42423,155380,1959
42435,20376,1959
42439,163010,1959
42442,187302,1959
42447,185910,1959
42449,41435,1959
42455,105188,1959
42462,43789,1959
42473,145489,1959
42481,173826,1959
42483,61257,1958
42490,161380,1959
42494,16702,1973
42499,131587,1959
42505,173988,1959
42514,155214,1959
42525,72789,1959
42527,186241,1959
42535,97228,1958
42538,27568,1958
42553,132748,1959
42554,3616,1959
42585,65550,1959
42586,174039,1959
42593,137781,1959
42605,56648,1966
42610,169088,1959
42613,155094,1959
42614,14381,1958
42615,177491,1959
42625,128721,1959
42628,119408,1958
42630,173314,1959
42631,101259,1959
42632,190765,1959
42656,108555,1959
42673,166307,1959
42678,73555,1959
42680,101735,1959
42681,16001,1959
42688,181314,1959
42690,16353,1959
42700,181237,1959
42709,101287,1959
42710,160973,1959
42713,162287,1959
42717,129641,1959
42726,121996,1959
42730,62275,1959
42736,184689,1959
42741,142880,1959
42743,113732,1959
42744,145451,1959
42745,117616,1959
42752,161397,1959
42788,97750,1959
42796,82960,1958
42798,129298,1959
42813,180989,1959
42835,157546,1959
42848,83345,1959
42854,44910,1959
42859,150999,1959
42871,186182,1959
42887,74003,1959
42894,153758,1959
42898,9407,1959
42900,10604,1959
42901,161635,1959
42911,144515,1959
42928,121430,1959
42931,25515,1959
42945,68990,1959
42947,161024,1959
42948,123326,1959
42950,154046,1959
42952,36736,1959
42953,125054,1959
42954,152860,1959
42962,35717,1959
42963,124858,1959
42973,40844,1958
42974,24516,1959
42976,30475,1959
42977,189188,1959
42979,101974,1959
42981,138739,1959
42989,51506,1959
43004,21748,1959
43005,166968,1959
43008,107581,1959
43018,62709,1959
43020,62746,1959
43027,182679,1959
43028,136217,1959
43064,37858,1965
43066,183183,1959
43083,111289,1959
43084,140689,1959
43086,41962,1959
43096,62235,1966
43099,188640,1959
43108,143155,1959
43112,5359,1959
43115,183084,1959
43116,126596,1959
43117,98348,1959
43121,181139,1959
43125,136906,1959
43134,141251,1959
43135,180597,1959
43140,165352,1959
43156,11104,1959
43167,161975,1959
43173,183974,1959
43175,13805,1959
43178,24443,1959
43179,49917,1959
43187,177695,1959
43192,76283,1966
43196,49762,1959
43197,111221,1959
43198,29051,1958
43199,15274,1959
43206,154169,1958
43227,178430,1959
43230,68708,1959
43235,191007,1958
43241,52788,1959
43246,129710,1959
43247,194410,1958
43248,21240,1959
43251,83741,1959
43253,176411,1959
43255,151543,1959
43256,39309,1959
43257,136011,1959
43260,169443,1959
43262,149559,1959
43264,93462,1959
43267,158419,1959
43271,17756,1959
43274,42582,1959
43293,53995,1959
43295,109643,1959
43298,166715,1959
43312,85490,1959
43320,128417,1959
43321,122779,1959
43325,63233,1959
43327,41099,1959
43334,107505,1959
43335,48639,1959
43336,43341,1959
43337,46153,1959
43342,161591,1959
43347,133912,1959
43348,116415,1959
43349,21995,1959
43350,138712,1959
43351,24322,1959
43353,476,1959
43359,59209,1959
43371,19570,1959
43378,167602,1959
43379,161521,1959
43385,140949,1959
43388,98541,1959
43389,54874,1959
43392,163567,1959
43402,125147,1959
43404,178772,1959
43408,151807,1959
43414,183365,1959
43417,81783,1959
43419,140200,1959
43427,111852,1959
43429,125204,1959
43435,20616,1959
43436,91972,1959
43440,112480,1959
43442,265,1959
43443,149227,1959
43448,79947,1959
43458,62886,1959
43462,69480,1959
43476,180212,1959
43477,81221,1959
43478,163395,1959
43479,142033,1959
43480,188582,1959
43481,149535,1959
43485,50536,1958
43487,163666,1959
43492,187005,1959
43493,19867,1959
43499,44075,1959
43502,181886,1959
43509,130561,1959
43510,175397,1959
43513,27263,1959
43515,76646,1958
43525,120710,1959
43533,78238,1959
43538,86855,1959
43544,11433,1959
43556,106226,1959
43557,90533,1959
43558,158184,1959
43559,65608,1959
43565,77309,1959
43576,21334,1959
43583,185621,1959
43596,121354,1959
43597,12991,1959
43601,30691,1959
43603,146011,1959
43604,106407,1959
43610,130797,1959
43611,94553,1959
43612,50569,1959
43619,177210,1959
43622,29205,1959
43633,30444,1959
43636,155631,1959
43651,98459,1959
43657,55834,1959
43661,38539,1959
43663,61360,1959
43665,56609,1959
43668,111055,1959
43672,50139,1959
43675,166024,1959
43677,162020,1959
43678,183763,1959
43681,181518,1959
43697,195571,1958
43698,3793,1959
43707,133927,1959
43709,108434,1959
43712,130175,1959
43715,101586,1959
43732,70086,1959
43736,157134,1959
43740,40103,1959
43751,170572,1959
43757,85594,1959
43761,162787,1959
43771,37364,1966
43773,156315,1958
43779,169420,1959
43780,154575,1958
43783,133769,1958
43790,132382,1959
43802,157885,1959
43810,79404,1959
43813,172547,1959
43815,190711,1959
43817,171658,1959
43818,168875,1958
43824,103324,1959
43826,184277,1959
43833,23552,1958
43835,172336,1959
43839,193025,1959
43843,9125,1959
43849,97529,1959
43864,170529,1959
43867,150210,1959
43880,118380,1959
43884,123083,1959
43885,182691,1959
43888,179444,1959
43919,184393,1958
43920,116053,1959
43929,144600,1959
43932,78340,1959
43934,186353,1959
43938,187099,1959
43939,62697,1959
43946,88366,1966
43948,37520,1959
43956,137777,1959
43969,31862,1958
43975,177601,1959
43977,91852,1959
43978,177207,1959
43986,149662,1959
43988,125631,1958
43995,57053,1959
44000,175539,1959
44002,187695,1959
44010,100961,1958
44011,31111,1959
44012,111051,1959
44015,159601,1959
44017,129243,1959
44033,32649,1959
44037,195156,1958
44047,161208,1959
44054,41640,1959
44061,106645,1959
44089,176384,1959
44100,49760,1959
44115,64570,1958
44133,166023,1959
44136,180920,1959
44144,111638,1959
44145,120013,1959
44146,125449,1959
44148,18082,1959
44153,99415,1959
44156,114753,1959
44157,124805,1959
44167,41639,1959
44172,66088,1959
44173,123160,1959
44178,193394,1959
44181,78576,1959
44201,166988,1959
44206,89260,1959
44207,123923,1959
44232,43563,1959
44237,143506,1966
44238,120544,1959
44240,103582,1959
44242,95729,1959
44258,158581,1959
44259,120606,1959
44267,108457,1959
44272,142855,1958
44282,44299,1959
44284,136188,1959
44285,75181,1959
44294,89258,1959
44295,101152,1959
44297,192669,1959
44298,185018,1959
44304,95178,1958
44305,97608,1959
44307,88075,1959
44318,5925,1958
44319,38532,1959
44320,123127,1959
44324,138093,1966
44329,31911,1959
44332,66962,1959
44334,122192,1959
44335,67080,1959
44336,91877,1959
44337,170563,1959
44338,116783,1959
44339,115484,1959
44344,99250,1959
44351,73192,1959
44354,50629,1959
44359,107539,1959
44361,180293,1959
44370,146650,1958
44374,173598,1958
44377,183805,1959
44381,97032,1959
44405,79803,1959
44415,181676,1959
44430,187578,1959
44433,121997,1959
44437,190611,1959
44438,88414,1959
44448,95350,1959
44450,85148,1959
44459,29100,1959
44468,26264,1959
44469,163412,1959
44470,182529,1959
44480,180752,1959
44483,180954,1959
44487,123059,1959
44488,159325,1959
44498,55451,1959
44501,189105,1959
44508,163977,1959
44509,161943,1959
44522,155961,1959
44529,18878,1959
44534,63696,1972
44541,26950,1959
44543,83827,1959
44555,121336,1958
44558,125026,1959
44569,51650,1959
44573,125168,1959
44575,179810,1959
44576,91271,1959
44587,74749,1959
44589,53021,1959
44594,120691,1959
44598,183124,1959
44604,193444,1959
44605,24532,1959
44607,38177,1959
44609,37923,1959
44622,150411,1959
44632,149414,1959
44638,162765,1959
44640,182992,1959
44650,80369,1959
44653,175863,1958
44655,178464,1959
44668,113711,1959
44672,109425,1959
44677,189409,1959
44680,147799,1959
44685,71540,1959
44690,183869,1959
44691,24196,1959
44709,152905,1959
44719,109249,1959
44728,160007,1959
44731,166614,1959
44749,50604,1959
44750,129818,1959
44753,29040,1959
44754,42638,1959
44762,107127,1959
44765,110960,1959
44768,143128,1959
44770,185474,1959
44771,102819,1959
44775,54828,1959
44780,158987,1959
44786,73533,1959
44788,17570,1959
44793,82237,1959
44795,147409,1959
44796,175076,1958
44802,177354,1959
44819,60392,1959
44828,136047,1958
44839,191069,1959
44840,38899,1959
44843,172361,1959
44844,72445,1959
44845,116779,1959
44846,12648,1959
44853,194241,1959
44867,19408,1959
44868,59983,1959
44872,37824,1959
44881,25200,1959
44892,9874,1959
44902,26532,1959
44904,114277,1959
44910,156789,1959
44915,19926,1959
44917,166973,1959
44918,128718,1958
44926,169787,1959
44947,121200,1958
44969,13582,1959
44971,14559,1959
44972,177274,1959
44976,182002,1959
44977,27300,1959
45002,123995,1959
45005,68505,1958
45016,79060,1959
45023,142825,1959
45025,138299,1966
45044,73604,1958
45045,135814,1959
45048,144333,1959
45052,38115,1959
45056,84636,1959
45061,185256,1959
45084,111859,1959
45087,107266,1958
45088,73204,1959
45100,98261,1959
45103,33642,1966
45106,178373,1959
45114,183374,1959
45120,54916,1959
45123,182591,1959
45128,12418,1958
45135,102869,1959
45143,17141,1959
45158,161827,1959
45159,95072,1959
45160,170113,1958
45178,132167,1959
45181,84155,1959
45182,10883,1966
45191,16440,1959
45193,9865,1959
45197,180970,1959
45205,119841,1959
45206,27407,1959
45207,151405,1959
45209,50926,1958
45227,161127,1959
45242,124696,1959
45245,163758,1959
45250,28996,1959
45255,174444,1959
45260,27831,1959
45263,66822,1959
45264,114154,1958
45265,170965,1959
45266,144837,1959
45277,185718,1959
45290,173617,1959
45292,33831,1959
45293,42190,1959
45303,52352,1958
45305,23137,1959
45308,134086,1959
45314,55022,1959
45320,155238,1959
45322,141212,1959
45329,173600,1959
45337,138105,1959
45339,71106,1959
45356,123548,1958
45369,164631,1958
45370,121502,1959
45375,147452,1959
45385,105720,1959
45386,106704,1959
45388,29128,1959
45391,33894,1958
45395,164127,1959
45399,51275,1958
45400,23383,1958
45405,2903,1959
45416,123916,1958
45420,195332,1959
45444,170578,1959
45447,113444,1959
45451,186736,1959
45454,119155,1959
45455,87220,1959
45456,59580,1959
45457,168280,1959
45459,164735,1959
45474,149264,1959
45478,77681,1959
45502,156310,1959
45516,171046,1959
45530,58660,1959
45538,173687,1959
45545,173699,1959
45547,140456,1959
45548,56662,1959
45549,18295,1959
45552,134032,1959
45554,160235,1959
45555,191416,1959
45556,40634,1959
45569,126535,1959
45572,163744,1958
45574,15891,1958
45575,150431,1959
45576,3850,1959
45586,2116,1959
45590,86145,1959
45594,80856,1959
45597,173000,1959
45599,61945,1958
45600,89009,1959
45601,47586,1959
45603,14802,1959
45615,149257,1959
45617,179918,1959
45618,144694,1959
45621,176937,1959
45623,48643,1966
45626,102455,1959
45628,93618,1959
45636,160484,1959
45649,11169,1958
45651,34688,1959
45653,14437,1959
45655,98477,1959
45657,25156,1959
45659,127978,1959
45665,58065,1959
45666,40123,1959
45667,95134,1959
45668,105687,1959
45670,119969,1959
45673,25694,1959
45675,175853,1959
45681,149834,1959
45691,150720,1959
45696,138887,1959
45697,152910,1958
45704,64386,1959
45705,62354,1958
45707,164449,1959
45714,64416,1959
45725,104057,1959
45729,15378,1959
45737,45084,1959
45750,56,1959
45757,36664,1959
45765,22799,1959
45770,141549,1959
45772,139864,1959
45778,114174,1959
45794,60517,1959
45795,161264,1959
45797,95062,1959
45800,193126,1959
45804,152917,1959
45806,30225,1959
45811,28382,1959
45812,84953,1959
45820,171358,1959
45822,165392,1959
45827,20021,1966
45828,81002,1959
45830,30119,1966
45833,108251,1959
45837,184639,1959
45842,79855,1959
45845,129581,1959
45849,144805,1959
45858,31319,1959
45859,74655,1959
45864,28848,1959
45866,18609,1959
45867,177958,1959
45870,84578,1959
45872,4798,1959
45875,56430,1959
45882,156261,1959
45888,21923,1959
45897,136390,1959
45902,28639,1959
45916,46838,1959
45930,101026,1959
45937,16677,1959
45938,25442,1959
45940,146009,1959
45941,73774,1959
45942,103577,1959
45948,38089,1965
45949,43514,1958
45950,34243,1958
45951,80811,1959
45952,143828,1959
45954,40960,1959
45955,163903,1959
45956,37210,1959
45960,44554,1959
45974,187792,1959
45978,29883,1966
45979,69854,1959
46013,124017,1959
46027,178170,1959
46036,155977,1959
46038,136751,1959
46040,8556,1959
46044,166250,1959
46045,94986,1959
46054,166151,1959
46060,8412,1959
46073,124819,1959
46082,166260,1958
46090,196013,1959
46093,113934,1959
46099,76278,1966
46100,68454,1959
46103,178324,1959
46122,38405,1959
46134,183166,1959
46158,121981,1959
46164,179857,1959
46168,23614,1959
46170,168039,1959
46187,46916,1959
46195,171009,1958
46209,110604,1965
46210,140604,1959
46216,82783,1959
46219,30219,1959
46223,69778,1959
46228,115389,1959
46233,148619,1959
46237,173130,1959
46240,132261,1959
46242,181016,1959
46268,60099,1959
46270,11555,1958
46277,57920,1959
46302,146983,1959
46304,171871,1959
46312,128580,1959
46318,104369,1958
46327,107152,1959
46328,183026,1959
46337,147866,1959
46346,32583,1959
46349,135709,1959
46350,165454,1959
46353,177288,1958
46356,146820,1959
46360,113769,1959
46361,168147,1959
46366,50370,1959
46371,161327,1958
46372,192882,1959
46376,93197,1959
46386,39991,1966
46387,38914,1959
46390,65482,1966
46391,21787,1966
46393,41368,1966
46397,87022,1959
46398,39745,1958
46404,34425,1959
46405,78802,1959
46420,160036,1959
46430,184529,1959
46436,157893,1959
46459,53132,1959
46469,176226,1959
46470,94458,1958
46478,62383,1959
46480,62392,1959
46481,74425,1959
46487,115748,1959
46499,11074,1959
46500,13593,1958
46521,183748,1959
46530,156116,1959
46538,191474,1959
46540,189830,1958
46553,133320,1959
46567,75647,1959
46570,175441,1959
46575,101968,1959
46577,64632,1959
46578,55500,1959
46585,108887,1959
46590,186964,1959
46591,98639,1959
46592,10276,1959
46601,180501,1959
46609,189998,1958
46610,191358,1958
46614,166957,1959
46618,26262,1959
46628,37117,1959
46632,165646,1959
46635,160732,1959
46643,116962,1958
46649,169391,1959
46657,72082,1959
46659,5103,1959
46660,6329,1959
46661,59908,1959
46669,153203,1959
46675,36477,1959
46676,151603,1959
46678,35241,1959
46681,52233,1959
46682,76465,1959
46685,182589,1959
46691,24655,1959
46692,172455,1959
46696,79118,1966
46697,101036,1959
46698,123577,1959
46709,40310,1966
46719,69156,1959
46728,141604,1959
46730,160247,1959
46737,186859,1959
46742,179367,1959
46754,69541,1959
46755,169019,1959
46768,192099,1959
46769,145958,1959
46773,86928,1959
46782,51444,1959
46788,130481,1959
46793,163034,1959
46800,185034,1959
46801,72823,1959
46810,52035,1958
46811,34044,1959
46817,16907,1959
46823,142930,1959
46828,129202,1959
46831,178487,1959
46833,150699,1959
46836,57955,1959
46842,14529,1959
46848,187012,1958
46852,132911,1959
46853,170653,1959
46861,79385,1959
46862,43157,1958
46863,42441,1959
46872,187254,1959
46874,22546,1959
46875,106992,1959
46884,157902,1959
46888,16021,1959
46889,83984,1959
46892,140054,1959
46893,2131,1966
46901,33551,1959
46903,64542,1959
46904,28012,1959
46907,81297,1973
46908,174793,1959
46910,45484,1959
46917,86265,1959
46920,140126,1959
46922,160373,1959
46927,185930,1959
46947,186636,1959
46948,121568,1959
46965,181815,1959
46967,30866,1959
46968,189268,1959
46969,74649,1959
46970,12376,1958
46971,23778,1959
46973,184996,1959
46974,111680,1959
46976,183417,1959
46979,112167,1959
46981,162777,1959
46983,73800,1959
46986,143701,1959
46987,124241,1959
46988,140963,1959
46992,28110,1959
46999,99001,1959
47004,44960,1959
47010,149288,1959
47016,188846,1959
47018,155632,1959
47039,94300,1959
47040,181813,1959
47045,20675,1959
47047,27196,1959
47053,159813,1959
47057,109192,1959
47058,143688,1959
47059,71263,1959
47064,43489,1959
47071,170984,1959
47072,55448,1965
47073,23332,1959
47074,129772,1959
47082,14215,1959
47087,133881,1959
47088,47882,1959
47092,184066,1959
47096,156812,1959
47105,40219,1959
47113,17104,1959
47129,28899,1959
47135,178901,1959
47139,42725,1959
47143,26978,1958
47151,179475,1959
47153,117521,1958
47155,55859,1959
47157,175521,1959
47158,179994,1959
47174,15779,1959
47183,77382,1959
47189,179860,1959
47194,176391,1959
47201,140527,1959
47203,120893,1959
47220,89862,1959
47228,75152,1959
47235,31742,1973
47240,114901,1973
47244,1894,1959
47250,179250,1959
47256,301,1959
47262,176359,1959
47266,180282,1959
47272,175909,1959
47301,9151,1959
47304,139114,1959
47305,163140,1959
47306,29133,1966
47308,150996,1959
47317,117304,1959
47319,174000,1959
47321,185309,1959
47323,140443,1959
47324,33232,1959
47327,130380,1959
47336,59446,1959
47358,45981,1958
47363,123788,1959
47371,170321,1959
47373,145638,1959
47374,129105,1959
47379,123329,1959
47381,29360,1959
47385,180953,1959
47393,165393,1959
47400,189412,1959
47401,171642,1959
47403,109353,1959
47417,32656,1959
47418,61864,1959
47424,62225,1959
47425,19555,1959
47437,127109,1959
47443,89611,1959
47445,36491,1959
47450,149648,1959
47462,124546,1959
47475,140418,1959
47476,73725,1959
47477,32369,1959
47482,115900,1958
47485,183284,1959
47486,179874,1959
47487,191245,1959
47488,160330,1959
47492,20883,1958
47497,152949,1959
47503,140231,1959
47504,96186,1959
47514,174868,1959
47517,180366,1959
47518,125898,1959
47522,150545,1959
47523,21725,1959
47526,181800,1959
47529,42701,1959
47531,48610,1959
47542,182990,1959
47543,146847,1959
47545,4538,1959
47548,174277,1959
47551,7113,1959
47553,24446,1959
47556,128703,1959
47558,3177,1959
47565,66535,1959
47572,69485,1958
47573,26130,1959
47574,131476,1959
47575,58678,1958
47583,31633,1959
47584,61532,1959
47587,135948,1959
47589,177531,1959
47596,27888,1959
47599,82892,1959
47609,147476,1959
47614,83498,1958
47617,181079,1959
47621,144478,1959
47626,139230,1959
47627,123153,1959
47629,135910,1959
47640,151490,1959
47641,49919,1959
47651,27316,1959
47653,88975,1959
47659,38525,1958
47660,143713,1959
47674,119431,1959
47680,173729,1959
47690,34058,1959
47692,95345,1959
47697,18220,1959
47698,170669,1959
47703,137430,1959
47704,192465,1959
47712,154283,1959
47716,176853,1959
47717,80062,1959
47718,116873,1959
47728,188898,1959
47736,102922,1959
47740,120158,1959
47741,132977,1959
47744,189522,1959
47745,195059,1959
47746,156800,1959
47749,123373,1959
47785,11823,1959
47790,146291,1959
47793,186025,1959
47812,47763,1966
47833,53310,1958
47858,140592,1959
47862,115237,1959
47865,159673,1959
47868,16574,1959
47874,128986,1959
47886,126084,1959
47888,73019,1959
47894,14533,1958
47907,25647,1959
47914,143497,1959
47917,181799,1959
47927,93940,1959
47935,131278,1959
47937,108294,1959
47939,57018,1959
47943,166056,1959
47959,159098,1959
47962,51767,1959
47967,189104,1959
47976,99569,1959
47986,8145,1959
47995,154430,1959
47997,1735,1958
48000,162969,1959
48001,168559,1959
48020,185223,1959
48024,72005,1959
48028,298,1959
48031,169907,1959
48040,193074,1959
48043,84571,1959
48046,166753,1959
48051,165887,1959
48054,119205,1959
48055,19209,1959
48058,8520,1959
48061,60084,1959
48064,43524,1958
48066,187256,1959
48069,36966,1958
48070,68266,1959
48072,109283,1959
48092,179051,1959
48110,170385,1959
48114,177211,1959
48116,22409,1958
48117,65172,1958
48118,193481,1959
48129,90758,1959
48132,185756,1959
48136,38659,1966
48137,81602,1959
48157,187799,1959
48170,190276,1959
48189,63876,1959
48194,12588,1959
48205,49699,1959
48225,150440,1959
48227,79023,1959
48228,72492,1966
48233,143154,1959
48234,44529,1959
48259,173154,1959
48262,119044,1959
48269,112957,1959
48270,36342,1959
48271,109753,1958
48273,123074,1959
48274,147049,1959
48283,138819,1959
48284,127169,1959
48286,166622,1959
48288,54625,1959
48292,32433,1966
48295,17342,1958
48302,100899,1959
48303,137003,1959
48307,145931,1959
48308,118916,1966
48310,181787,1958
48322,100340,1959
48333,149173,1959
48339,46159,1966
48341,34523,1959
48349,51124,1959
48350,130528,1959
48368,147361,1959
48381,39232,1959
48385,49726,1958
48388,187250,1959
48390,148086,1959
48394,95505,1959
48395,26967,1959
48396,14555,1959
48415,147598,1959
48417,142041,1958
48419,68274,1959
48426,158021,1959
48429,184792,1959
48434,187886,1959
48436,41601,1959
48438,61499,1959
48441,24200,1959
48445,176422,1959
48459,66460,1958
48460,156077,1959
48461,182599,1959
48480,9878,1959
48493,177062,1959
48501,62897,1958
48505,155785,1959
48516,146395,1959
48520,105399,1959
48521,103636,1959
48536,138715,1959
48539,50525,1959
48540,54534,1959
48549,61306,1959
48553,72388,1959
48555,43027,1959
48564,144703,1959
48570,95891,1959
48576,62763,1959
48578,140376,1959
48590,31524,1959
48596,1893,1959
48597,117846,1959
48598,182808,1959
48607,156725,1959
48610,140122,1959
48617,24946,1959
48620,170814,1959
48623,183601,1959
48630,194840,1959
48631,6812,1959
48632,186229,1959
48636,62557,1959
48637,13330,1959
48645,33082,1959
48647,143352,1959
48648,113014,1959
48665,44007,1959
48670,173938,1959
48673,30856,1959
48687,141770,1959
48690,21743,1958
48697,9997,1959
48702,180781,1959
48704,124752,1959
48714,91695,1959
48720,131832,1959
48721,108731,1959
48723,100681,1973
48726,183870,1959
48733,83417,1959
48734,115913,1959
48740,100207,1959
48742,49710,1959
48743,181936,1959
48755,176197,1959
48756,54676,1959
48767,53366,1959
48769,54156,1959
48774,79654,1959
48779,80362,1959
48781,141412,1959
48783,74403,1959
48793,179417,1959
48795,25465,1959
48797,77704,1959
48798,168251,1959
48799,60320,1959
48802,21781,1959
48820,48792,1959
48823,183488,1958
48839,155624,1959
48843,17547,1958
48846,167507,1959
48853,16734,1959
48855,189518,1959
48858,150520,1959
48863,52943,1959
48864,159424,1959
48880,188135,1959
48881,142749,1959
48887,173309,1959
48889,14026,1959
48891,77327,1959
48896,175952,1958
48901,102660,1958
48909,82378,1959
48911,141351,1959
48913,136500,1959
48921,77993,1959
48926,184334,1959
48931,73611,1959
48957,156461,1959
48960,117998,1966
48961,118871,1973
48963,156288,1959
48969,157370,1959
48972,99853,1973
48977,183239,1959
48989,189245,1959
48992,121324,1959
48993,123012,1959
48996,558,1959
48997,148387,1959
49000,174425,1959
49011,16502,1959
49013,124381,1959
49014,40398,1958
49015,119421,1959
49020,170354,1959
49022,5145,1959
49031,141216,1958
49034,182031,1959
49040,6748,1959
49048,188991,1959
49057,185678,1959
49067,145311,1959
49072,118579,1959
49080,173792,1959
49094,7027,1959
49095,104772,1959
49106,191511,1958
49107,78350,1959
49110,11767,1959
49111,177873,1959
49116,43340,1959
49118,141503,1959
49127,20820,1959
49128,195772,1959
49137,134275,1959
49141,2537,1959
49146,156270,1959
49147,157638,1958
49152,104780,1959
49154,167617,1959
49160,177614,1959
49161,17444,1958
49171,25547,1959
49178,113727,1959
49179,158242,1959
49190,147694,1959
49215,182557,1959
49216,141495,1959
49217,4708,1959
49230,69535,1959
49237,180270,1959
49238,139249,1959
49245,82812,1959
49252,25150,1958
49254,195597,1959
49256,170433,1959
49259,40027,1959
49265,101029,1959
49271,130399,1959
49284,99381,1959
49286,12448,1959
49294,184004,1959
49295,92972,1959
49298,183476,1959
49305,51071,1959
49313,35789,1959
49317,160970,1959
49319,163682,1959
49324,187157,1959
49329,122923,1959
49335,177415,1959
49336,118244,1959
49339,85027,1959
49341,10333,1959
49349,105791,1959
49366,74131,1959
49370,151598,1959
49373,74391,1959
49375,12242,1958
49397,82427,1959
49399,37937,1959
49400,181828,1959
49401,186574,1959
49406,34020,1959
49407,126157,1959
49416,177442,1959
49418,40334,1959
49432,21203,1959
49433,88009,1959
49435,25451,1959
49456,85359,1959
49463,156965,1959
49468,112775,1958
49470,123240,1959
49474,170931,1959
49478,65497,1959
49482,177918,1959
49483,51168,1959
49485,172941,1959
49491,107698,1958
49496,16498,1959
49497,26472,1959
49498,49456,1959
49506,163950,1959
49508,119678,1959
49513,184909,1959
49514,52780,1959
49518,7272,1959
49520,24430,1959
49532,184561,1959
49536,188625,1959
49541,111679,1959
49550,150399,1958
49552,47113,1959
49553,16987,1959
49564,63337,1965
49565,135186,1959
49568,183847,1959
49571,107507,1959
49587,191476,1959
49605,111079,1959
49606,20333,1959
49609,125172,1959
49637,137266,1959
49642,164608,1959
49643,14491,1959
49653,178351,1959
49655,152029,1959
49658,195621,1959
49664,21219,1959
49666,142955,1959
49667,27969,1959
49670,177636,1959
49697,47466,1959
49699,184733,1959
49700,155745,1959
49715,60313,1965
49716,130787,1959
49718,145162,1959
49726,149840,1959
49735,14615,1959
49745,40522,1959
49753,63080,1959
49760,9857,1959
49761,52612,1959
49763,100349,1959
