Unnamed: 0,VEHICLE_ID,BASE_CUSTOMER_ID,GENDER_ID,MARITAL_STATUS_ID,BIRTH_DATE,FK_ADDRESS_COMMUNICATION_CITY,OCCUPATION,FK_RELATION_STATUS_ID,SALESFILE_ID,SF_CREATE_DATE,STATUS,REQ_BRAND_CODE,REQ_TOPMODEL_CODE,TRAFFIC_DATE,BRAND_CODE,BASEMODEL_CODE,MOTOR_GAS_TYPE,GEAR_BOX_TYPE,IS_MAINTENANCE,TOTAL_AMOUNT_TL,TOTAL_AMOUNT_GROUP,CUSTOMER_ID,OCCUPATION_imputed
192408,5179219,126717,1,2,13.0,0,1.0,1,6245429.0,6,5,4,5,16.0,1,0.9520297663178277,0.0,0.0,0,,,1346968,14.97468327038464
134611,5148730,137926,0,1,7.0,0,2.0,2,1178468.0,2,3,4,5,13.0,1,0.9499500499500492,0.0,0.0,1,306.0,2.0,1391743,24.154755183456935
99501,5167829,170731,0,1,15.0,1,5.0,2,698252.0,1,1,1,1,15.0,4,0.9176823176822166,1.0,0.0,1,268.0,1.0,1380522,17.144600842043335
99563,5190621,177959,1,1,6.0,1,8.0,2,3299022.0,4,3,3,3,16.0,3,0.93666333666334,0.0,1.0,0,,,1556873,15.715120563311535
221780,5197375,153304,0,1,11.0,1,12.0,2,965300.0,1,1,0,3,16.0,2,0.9352647352647374,0.0,0.0,0,143.0,1.0,1464822,19.408620468191323
231000,5245015,83734,1,1,12.0,0,7.0,1,7853544.0,8,2,4,5,19.0,1,0.9493506493506608,1.0,1.0,1,569.0,2.0,1665887,13.78676311571607
257129,5329183,96753,0,1,14.0,0,5.0,1,6100196.0,6,1,0,2,23.0,1,0.9512487512487514,1.0,0.0,0,2697.0,9.0,1184025,14.746930936518307
60333,5103854,53723,0,1,19.0,5,3.0,1,731141.0,1,3,1,1,10.0,4,0.9176823176822166,1.0,0.0,1,349.0,2.0,1158998,10.06101802924455
219329,5219422,109982,0,1,13.0,2,33.0,2,768247.0,1,3,0,3,18.0,1,0.9501498501498516,1.0,1.0,1,318.0,2.0,1055843,17.546295597714135
133066,5181235,169729,0,1,13.0,0,15.0,1,344374.0,0,1,3,1,15.0,3,0.9113886113885952,1.0,1.0,1,364.0,2.0,1513176,16.534724591609425
141569,5177272,144043,0,1,6.0,2,15.0,1,355207.0,0,1,4,5,15.0,1,0.950149850149844,0.0,1.0,0,2237.0,8.0,1524372,13.419011493654462
130118,5241057,83632,0,1,13.0,0,17.0,2,2933349.0,4,1,0,0,19.0,2,0.9084915084915084,0.0,1.0,0,,,1122995,12.75122953056232
38738,5130908,74189,0,1,11.0,1,16.0,1,2006596.0,3,3,1,1,12.0,4,0.9157842157842394,1.0,0.0,1,341.0,2.0,1278135,20.03137082017462
190281,5261922,37233,0,1,9.0,4,2.0,1,5084123.0,6,2,1,9,20.0,4,0.9151848151848272,1.0,0.0,0,71.0,1.0,1055398,8.930152391680362
163908,5278723,53544,0,1,9.0,6,22.0,2,3349806.0,4,2,1,4,20.0,0,0.9235764235763844,1.0,0.0,0,271.0,1.0,1637585,14.861350707043991
220370,5192016,97766,0,1,7.0,0,15.0,1,1720937.0,2,2,1,1,16.0,4,0.9151848151848272,1.0,0.0,1,240.0,1.0,1541446,20.089399347662876
242691,5278929,118566,0,1,4.0,1,17.0,2,1022397.0,1,2,1,1,20.0,1,0.9493506493506616,1.0,1.0,0,212.0,1.0,1244680,19.46499580448872
43402,5292799,101025,0,1,17.0,5,15.0,1,344317.0,0,2,1,4,21.0,4,0.9926073926073924,1.0,0.0,1,835.0,3.0,1653283,13.08256766529521
130694,5263114,143692,0,1,12.0,0,15.0,1,4125947.0,5,1,4,5,20.0,1,0.9514485514485532,1.0,1.0,1,522.0,2.0,1687058,16.687974749138352
21099,5317976,135608,0,2,3.0,0,21.0,1,10246288.0,11,2,0,5,23.0,3,0.9342657342659147,0.0,1.0,1,570.0,2.0,1381210,30.906404283582063
88015,5053738,17976,0,1,18.0,3,33.0,1,2847797.0,3,2,1,1,8.0,2,0.9114895563551324,1.0,0.0,0,123.0,1.0,1032714,20.09063859368869
230941,5316683,179029,0,2,1.0,0,12.0,1,9917752.0,11,2,2,8,23.0,0,0.9807192807192774,0.0,0.0,1,685.0,3.0,1791798,31.484431541228314
82736,5184264,158420,0,1,21.0,4,10.0,2,3113121.0,4,2,4,5,16.0,1,0.9493506493506596,0.0,1.0,0,332.0,2.0,1468485,10.542182858119531
14475,5291088,151870,0,1,7.0,2,11.0,2,1929131.0,2,2,4,5,21.0,1,0.9515484515484522,1.0,1.0,0,14.0,1.0,1694740,21.40894629640663
92106,5280288,84691,0,1,8.0,4,2.0,2,7685629.0,8,3,0,6,20.0,2,0.9345654345654464,1.0,1.0,1,361.0,2.0,1151837,19.24287889568426
218269,5273159,91562,0,1,15.0,0,15.0,1,4430192.0,5,1,1,9,20.0,4,0.992607392607396,1.0,0.0,1,438.0,2.0,1034427,11.215338339949287
75625,5200987,109383,0,1,14.0,4,12.0,2,4530901.0,5,2,0,2,17.0,2,0.9084915084915219,1.0,1.0,1,242.0,1.0,1204984,11.04993043905873
35160,5323858,112907,1,1,8.0,2,1.0,1,8061531.0,8,1,3,3,23.0,3,0.9342657342657348,0.0,1.0,0,492.0,2.0,1690948,7.6963353732299975
116597,5281934,89616,0,1,8.0,1,2.0,1,8096058.0,8,3,4,5,20.0,1,0.9505494505494496,1.0,1.0,0,125.0,1.0,1052034,18.359101529231005
215468,5191906,101588,0,1,11.0,0,25.0,2,6503471.0,7,3,1,9,16.0,4,0.9151848151848236,1.0,0.0,0,44.0,1.0,1535609,15.083184993769725
172092,5237241,188036,0,1,19.0,2,3.0,1,3071327.0,4,1,2,3,18.0,2,0.9352647352647412,0.0,1.0,0,,,1613151,13.920437070241068
151806,5203603,102892,0,1,5.0,4,63.0,2,1230790.0,2,1,4,5,17.0,1,0.9501498501498492,0.0,0.0,0,454.0,2.0,1570768,18.576859251418085
201432,5126635,26637,0,1,8.0,0,5.0,2,5413933.0,6,3,0,2,11.0,2,0.9563436563436596,1.0,0.0,1,624.0,3.0,1213029,25.931666038896267
164046,5213573,87439,1,1,18.0,4,3.0,1,1589109.0,2,1,3,3,17.0,3,0.9367632367632276,0.0,0.0,0,131.0,1.0,1184180,7.2902718129129624
211687,5264934,142347,0,2,3.0,0,28.0,1,2994994.0,4,3,3,3,20.0,3,0.9342657342657316,1.0,1.0,0,13.0,1.0,1687177,22.130010659670248
187400,5216787,176140,0,1,6.0,4,39.0,2,1664284.0,2,1,0,2,17.0,2,0.9190809190809228,0.0,1.0,1,251.0,1.0,1541383,17.728093174663435
2773,5190094,80275,0,1,14.0,0,48.0,1,2922903.0,4,3,1,1,16.0,4,0.9151848151848272,1.0,0.0,0,714.0,3.0,1539182,12.375024031059526
94526,5328672,112552,0,0,,6,,1,7215998.0,7,3,2,8,23.0,0,0.9235764235763844,1.0,0.0,1,725.0,3.0,1737596,16.021513970279404
233574,5198333,47383,0,1,7.0,3,12.0,1,184076.0,0,3,0,1,16.0,2,0.9084915084915148,0.0,0.0,0,,,1437313,14.597473426714656
224776,5181207,172693,0,1,15.0,1,32.0,2,361783.0,0,1,3,1,15.0,3,0.9113886113886092,1.0,0.0,1,188.0,1.0,1527096,20.509565527753697
62560,5216427,153502,0,1,14.0,6,22.0,2,4135877.0,5,3,1,4,17.0,4,0.9421578421578328,1.0,0.0,1,321.0,2.0,1451628,12.772872315035869
26486,5258023,146884,0,1,9.0,0,13.0,1,2011420.0,3,2,3,1,19.0,3,0.9342657342657316,1.0,1.0,0,,,1597874,16.664152371356113
214113,5295113,64195,0,1,5.0,2,5.0,1,6386995.0,7,1,0,0,22.0,2,0.9074925074925068,0.0,1.0,0,,,1475640,7.068935074218487
193454,5244338,21285,0,1,9.0,1,32.0,1,7369923.0,7,2,1,9,19.0,4,0.9151848151848272,1.0,0.0,1,313.0,2.0,1066976,14.26758576471825
84181,5137991,74952,0,0,,6,,1,6825237.0,7,3,1,9,12.0,4,0.9432567432567928,1.0,0.0,1,152.0,1.0,1285254,11.787562226952852
48513,5301927,98033,1,1,9.0,4,32.0,1,5956565.0,6,1,1,9,21.0,4,0.989110889110874,1.0,0.0,1,412.0,2.0,1078406,13.74035390693554
43178,5258157,170822,0,1,4.0,2,1.0,1,3445992.0,4,1,2,3,19.0,0,0.9339660339660374,0.0,0.0,0,,,1643008,13.998923515032516
211153,5179480,161699,0,1,12.0,4,21.0,2,5083701.0,6,2,1,9,15.0,2,0.9351648351648412,0.0,0.0,0,453.0,2.0,1479091,18.212445270331976
186609,5070149,54623,1,2,8.0,4,,1,506317.0,1,2,0,3,9.0,2,0.9108891108890856,0.0,0.0,0,836.0,3.0,1080702,18.441697091889548
79359,5320572,179244,0,1,17.0,0,21.0,1,7585885.0,8,3,4,5,23.0,1,0.9515484515484444,0.0,1.0,1,1124.0,4.0,1079200,15.537859921551375
199745,5252771,110093,0,1,6.0,4,12.0,2,4055982.0,5,2,0,3,19.0,3,0.9342657342657332,0.0,0.0,1,220.0,1.0,1202601,12.221118552833662
226176,5328743,184274,0,1,3.0,6,27.0,1,1854424.0,2,1,1,8,23.0,0,0.9810189810189754,1.0,0.0,0,665.0,3.0,1807205,15.05830093357134
148964,5201215,82373,0,1,11.0,4,16.0,2,764902.0,1,2,1,4,16.0,4,0.9421578421578328,1.0,0.0,1,371.0,2.0,1146449,14.67864108201211
236959,5324013,163475,1,1,10.0,1,7.0,1,7831042.0,8,1,4,5,23.0,1,0.9507492507492521,0.0,1.0,0,127.0,1.0,1486863,12.777878129131793
33991,5240582,132427,1,1,13.0,3,7.0,1,10354230.0,11,2,2,8,18.0,2,0.9352647352647412,0.0,1.0,0,,,1516099,13.388972169988683
162107,5251399,75880,0,1,16.0,0,3.0,2,864309.0,1,3,0,3,19.0,2,0.9345654345654514,1.0,1.0,0,20.0,1.0,1287455,20.117440340871504
91510,5199212,35566,0,0,,2,,2,2920115.0,4,2,1,1,16.0,4,0.9424575400246205,1.0,0.0,0,33.0,1.0,1558744,16.474355553791217
233985,5193972,75417,0,2,10.0,6,32.0,2,6114915.0,6,2,1,1,16.0,4,0.9174825174825142,1.0,0.0,0,635.0,3.0,1286374,12.733295605985735
110449,5144632,131675,1,2,13.0,0,15.0,1,3413964.0,4,1,4,5,12.0,2,0.9108891108891152,0.0,1.0,0,160.0,1.0,1365218,17.533287583609123
79353,5320572,179244,0,1,17.0,0,21.0,1,7607922.0,8,1,2,8,23.0,1,0.9515484515484444,0.0,1.0,1,1124.0,4.0,1079200,14.823030260532267
128174,5206428,45383,0,0,,0,,1,1246915.0,2,2,0,3,17.0,2,0.9347652347652315,1.0,0.0,1,257.0,1.0,1535306,16.025950840976012
18505,5295272,32508,0,2,3.0,0,33.0,2,1059988.0,1,3,0,3,21.0,3,0.9344655344655348,1.0,1.0,0,,,1089982,22.10010524856009
88603,5320129,140695,0,0,,1,,2,6516792.0,7,3,4,6,23.0,1,0.9515484515484476,0.0,1.0,1,1069.0,4.0,1765348,12.457950675865265
88507,5166864,140441,0,1,6.0,1,12.0,1,3135832.0,4,2,3,3,14.0,1,0.950149850149844,0.0,0.0,1,221.0,1.0,1399778,18.89403187926543
154075,5132808,70854,0,1,9.0,6,33.0,2,3203264.0,4,3,0,2,11.0,2,0.9212787212786872,0.0,0.0,1,283.0,1.0,1240912,11.79353132363123
230001,5301995,72749,0,1,12.0,4,16.0,1,701860.0,1,2,1,1,21.0,2,0.9364635364635292,1.0,1.0,1,291.0,1.0,1043117,17.250807925697636
116196,5200726,162872,0,2,6.0,4,17.0,1,1677033.0,2,1,0,0,17.0,2,0.9073926073926089,0.0,0.0,0,1593.0,6.0,1485065,16.312067223568036
68317,5277206,72240,1,1,21.0,0,7.0,1,4893914.0,5,1,4,5,20.0,1,0.950749250749254,0.0,1.0,0,3.0,1.0,1471248,10.44413815164721
116819,5316794,70519,0,2,5.0,1,2.0,2,7939369.0,8,2,0,6,22.0,2,0.958641358641368,0.0,1.0,0,3932.0,14.0,1734205,18.68521596452194
152361,5132386,68921,0,1,7.0,1,48.0,2,1809786.0,2,3,1,1,11.0,4,0.9436563436562958,1.0,0.0,1,264.0,1.0,1253071,23.738623026623284
162183,5180252,170675,1,2,19.0,0,3.0,2,287386.0,0,1,3,3,15.0,3,0.9367632367632276,0.0,0.0,0,25.0,1.0,1520063,4.950598251471936
210057,5322552,187236,0,1,1.0,2,8.0,1,6760828.0,7,3,1,9,23.0,0,0.9339660339660372,0.0,0.0,1,720.0,3.0,1608541,8.537055413959418
186324,5262308,38361,0,1,13.0,1,21.0,2,3825998.0,4,2,0,2,20.0,3,0.9344655344655356,1.0,1.0,0,13.0,1.0,1697516,20.43463368447331
254069,5269017,134079,1,1,6.0,1,1.0,1,4316432.0,5,1,3,3,20.0,3,0.9367632367632288,0.0,1.0,0,1028.0,4.0,1376257,12.196202679155212
170874,5255142,116793,1,1,12.0,3,9.0,1,3820371.0,4,1,3,3,19.0,3,0.9367632367632276,0.0,0.0,0,212.0,1.0,1435111,10.525343169287531
29302,5233745,90704,0,1,10.0,0,17.0,1,5622841.0,6,3,1,1,18.0,4,0.916483516483504,1.0,0.0,1,382.0,2.0,1308750,18.742900092592272
43134,5211039,64785,0,1,6.0,2,2.0,1,3957801.0,5,3,1,8,17.0,4,0.942557442557454,1.0,0.0,0,,,1258925,15.910260010944445
31491,5277909,47091,0,1,18.0,2,22.0,1,105327.0,0,1,4,5,20.0,4,0.9921078921078876,1.0,0.0,0,477.0,2.0,1199027,8.462684375746239
239592,5279845,114808,0,1,12.0,1,2.0,1,2702115.0,3,3,0,3,20.0,1,0.9510489510489571,1.0,1.0,0,165.0,1.0,1081650,18.969405781949053
62632,5258632,143282,0,1,13.0,3,48.0,1,6668280.0,7,2,0,6,19.0,1,0.9514485514485505,1.0,1.0,1,414.0,2.0,1589707,17.644864856683352
220973,5325793,149422,0,1,7.0,1,28.0,1,8227017.0,8,1,3,3,23.0,3,0.9342657342657382,0.0,1.0,1,617.0,3.0,1430911,16.905975326554074
93526,5311962,61212,0,1,17.0,0,3.0,2,1947096.0,2,3,4,5,22.0,1,0.9291708291708488,1.0,1.0,0,38.0,1.0,1231974,10.983025950632138
76147,5248715,109426,0,1,12.0,0,,1,3439247.0,4,2,4,5,19.0,1,0.9514485514485502,1.0,1.0,1,435.0,2.0,1668929,16.780215160157518
174908,5239205,1993,1,2,16.0,0,14.0,1,2048276.0,3,3,4,5,19.0,1,0.9510489510489512,0.0,1.0,0,605.0,3.0,1091778,15.24150033822656
218029,5319128,165633,0,1,11.0,5,,2,6008082.0,6,3,1,8,22.0,0,0.923576423576417,1.0,0.0,1,538.0,2.0,1684799,14.016893322255221
60724,5211948,360,0,1,17.0,0,21.0,2,1440954.0,2,2,4,5,17.0,1,0.9523476523476508,1.0,1.0,1,330.0,2.0,1496335,18.025062578010207
97490,5253695,25138,0,1,6.0,0,12.0,2,3355455.0,4,1,1,4,19.0,4,0.9421578421578328,1.0,0.0,1,385.0,2.0,1286004,16.796380477196962
81114,5298097,120134,1,2,6.0,0,23.0,2,4390301.0,5,1,0,3,21.0,1,0.95124875124875,1.0,1.0,0,,,1261536,20.931055296584926
16990,5269120,56965,0,1,16.0,0,3.0,2,5527845.0,6,3,3,3,20.0,3,0.9342657342657316,1.0,1.0,1,326.0,2.0,1696058,17.300469692890697
219713,5186971,174590,0,2,8.0,0,24.0,1,901204.0,1,3,3,1,16.0,3,0.9113886113885952,1.0,1.0,1,200.0,1.0,1533498,21.076319715731078
105724,5328431,157319,1,1,8.0,0,8.0,1,8324942.0,8,1,3,3,23.0,3,0.9342657342657408,0.0,1.0,0,1209.0,5.0,1807005,18.896246615371865
235610,5196915,178267,0,1,5.0,0,31.0,2,9563858.0,10,1,2,8,16.0,3,0.9113886113885952,1.0,1.0,0,91.0,1.0,1558425,23.525150876140405
176887,5337883,172617,0,1,4.0,6,14.0,1,9179071.0,10,1,3,3,25.0,3,0.9342657342657288,0.0,1.0,0,16032.0,,1826754,-0.05752121198328908
242759,5340140,146730,0,2,7.0,4,12.0,1,2878695.0,4,1,0,2,25.0,0,0.9235764235764294,0.0,0.0,1,978.0,4.0,1421354,18.631009863656
194400,5161415,18586,0,1,6.0,4,17.0,1,5741245.0,6,2,1,1,14.0,4,0.9164835164835244,1.0,0.0,0,99.0,1.0,1081970,11.610324150568088
122039,5212606,182310,1,1,13.0,4,3.0,1,1522908.0,2,1,0,3,17.0,2,0.93476523476523,1.0,0.0,1,265.0,1.0,1581839,13.140576586801563
161059,5192207,105665,1,1,11.0,1,7.0,2,126046.0,0,1,4,5,16.0,1,0.950149850149844,0.0,0.0,1,320.0,2.0,1098805,14.275965287397886
60617,5287236,5787,0,2,13.0,3,3.0,1,5224918.0,6,1,0,3,21.0,2,0.9364635364635384,0.0,1.0,1,373.0,2.0,1733984,24.390413167119597
95653,5208416,120562,0,1,6.0,1,48.0,2,9277984.0,10,2,0,6,17.0,2,0.919080919080919,1.0,1.0,1,269.0,1.0,1222071,24.908307028654644
91441,5248108,126891,0,0,,0,,2,6647622.0,7,2,1,1,19.0,0,0.9340659340659404,1.0,0.0,0,277.0,1.0,1665512,11.581228133578675
226289,5343031,186075,1,1,2.0,2,7.0,1,7478920.0,8,1,2,3,26.0,0,0.9813186813186824,0.0,0.0,0,1601.0,6.0,1838382,8.369284437363515
221197,5335256,61755,0,1,8.0,0,21.0,1,1745120.0,2,3,1,1,25.0,4,0.9891108891108672,1.0,1.0,0,35.0,1.0,1237252,11.532776203438576
111846,5324094,186234,1,1,20.0,1,3.0,1,2188213.0,3,1,1,1,23.0,0,0.9807192807192774,0.0,0.0,1,803.0,3.0,1796781,1.3515392516365594
58589,5156868,146459,0,1,9.0,0,15.0,1,4981043.0,5,1,4,5,13.0,2,0.9109890109890276,0.0,0.0,0,47.0,1.0,1273054,18.1137402491862
234133,5207109,45003,0,2,5.0,2,12.0,2,3876479.0,5,3,0,3,17.0,2,0.9380619380619356,0.0,0.0,0,44.0,1.0,1163990,18.39623192963376
118790,5281094,12655,0,1,21.0,2,3.0,1,8366287.0,8,3,4,5,21.0,1,0.951033878002293,0.0,1.0,0,2054.0,7.0,1212602,12.414492722247111
194139,5211256,84456,1,2,18.0,0,7.0,2,1540123.0,2,1,4,2,17.0,1,0.9288711288711468,1.0,1.0,1,557.0,2.0,1545318,15.389348307893398
210189,5322552,187236,0,1,1.0,2,8.0,1,7315346.0,7,3,1,8,23.0,0,0.9339660339660372,0.0,0.0,1,720.0,3.0,1608541,10.345230042122873
89562,5268545,156962,0,0,,1,,1,7751025.0,8,2,2,8,20.0,1,0.9510489510489571,1.0,1.0,0,,,1464145,17.86436658644915
98045,5314216,144940,1,1,12.0,0,12.0,1,8239725.0,8,2,0,2,23.0,0,0.9806193806193804,0.0,0.0,1,567.0,2.0,1415585,8.925615641453316
95518,5299121,152226,0,1,7.0,0,17.0,1,1818896.0,2,3,4,5,21.0,1,0.9512487512487522,1.0,1.0,0,578.0,2.0,1447573,21.249327339115474
201514,5087287,84988,0,1,15.0,3,32.0,2,1254770.0,2,1,1,1,10.0,4,0.9436563436562958,1.0,0.0,0,72.0,1.0,1127034,13.66529517965908
183122,5287026,141175,1,2,10.0,0,42.0,1,2134512.0,3,2,4,5,21.0,1,0.9510489510489576,1.0,1.0,1,588.0,2.0,1402141,19.82397689400523
256053,5301490,111314,0,1,10.0,1,2.0,1,4382305.0,5,2,1,1,21.0,0,0.9807192807192864,0.0,0.0,1,393.0,2.0,1758751,13.717676444511481
185583,5257531,158812,0,1,19.0,2,12.0,1,9199251.0,10,1,0,2,19.0,1,0.951448551448562,1.0,1.0,0,96.0,1.0,1469764,18.296514056064495
215123,5256792,192667,0,1,8.0,4,,2,3760817.0,4,3,2,1,19.0,0,0.9339660339660434,1.0,0.0,1,336.0,2.0,1680534,15.429552408364364
177261,5210215,129348,0,1,9.0,0,,2,5934351.0,6,2,0,2,17.0,1,0.9493506493506616,1.0,1.0,1,392.0,2.0,1454848,18.308702873057815
250605,5320696,127467,0,2,1.0,2,49.0,1,7659719.0,8,1,4,5,23.0,1,0.9512487512487372,0.0,1.0,1,889.0,3.0,1349782,23.71598292654209
191974,5213384,56796,0,0,,0,,2,5690556.0,6,3,1,9,17.0,4,0.915184815184822,1.0,1.0,1,235.0,1.0,1370320,17.280391132841075
156884,5325394,182104,0,1,3.0,2,2.0,1,3705384.0,4,2,4,5,23.0,0,0.9810189810189806,0.0,0.0,1,604.0,3.0,1580515,17.102963100386383
221636,5056262,112101,0,1,14.0,3,10.0,2,8235927.0,8,1,4,5,8.0,2,0.9104895104894968,1.0,0.0,1,255.0,1.0,1067630,16.120564870539848
7961,5187299,52087,1,2,14.0,0,35.0,2,393566.0,0,1,1,1,15.0,4,0.915184815184822,1.0,1.0,1,229.0,1.0,1162747,33.83163305987094
211242,5225597,105713,0,1,4.0,0,8.0,1,2284047.0,3,1,3,3,18.0,3,0.935564435564436,1.0,1.0,1,380.0,2.0,1254783,16.341508009899556
193185,5276952,137500,0,1,8.0,0,8.0,1,8114105.0,8,3,4,5,20.0,1,0.9510489510489512,0.0,1.0,1,478.0,2.0,1392609,19.920545602972176
102967,5249934,149271,0,1,5.0,2,17.0,1,3423831.0,4,2,0,2,19.0,1,0.9514485514485532,1.0,1.0,1,578.0,2.0,1500270,20.673162649749813
67596,5292708,14920,0,1,5.0,0,21.0,2,2671940.0,3,3,4,5,21.0,2,0.9221778221778196,1.0,1.0,0,37.0,1.0,1618544,21.977171302950772
115217,5179194,132466,0,2,7.0,0,2.0,2,2491218.0,3,3,4,5,15.0,1,0.9504495504495492,0.0,1.0,0,5432.0,19.0,1367965,26.503707183351544
45239,5225453,76065,0,1,9.0,0,24.0,2,618750.0,1,2,0,0,18.0,2,0.9345654345654312,0.0,0.0,1,362.0,2.0,1121030,21.081365481639175
11132,5321669,46028,0,1,15.0,4,9.0,2,2029690.0,3,1,1,1,23.0,4,0.9891108891108672,1.0,1.0,0,61.0,1.0,1786017,14.433122769150003
145157,5233160,112182,1,1,17.0,0,7.0,1,2210258.0,3,2,4,5,18.0,1,0.9510489510489514,0.0,1.0,0,90.0,1.0,1226939,12.530632640241468
246457,5225979,115814,0,1,14.0,0,11.0,1,2576811.0,3,1,4,5,18.0,1,0.950649350649354,1.0,1.0,0,358.0,2.0,1092434,19.96311018967918
4699,5322987,15170,0,1,12.0,4,,1,5596957.0,6,3,0,2,23.0,3,0.9756243756243768,0.0,0.0,1,628.0,3.0,1718698,4.981569784088478
248587,5324884,148957,0,1,7.0,1,34.0,1,7981779.0,8,1,3,3,23.0,3,0.9342657342657408,0.0,1.0,1,631.0,3.0,1429257,16.905975326554074
194300,5320302,127323,0,1,19.0,1,16.0,1,1146843.0,1,3,0,0,23.0,1,0.9711288711288708,1.0,1.0,1,1857.0,7.0,1791479,14.352214060783318
129415,5100142,57754,0,1,14.0,0,45.0,1,4503961.0,5,3,0,3,10.0,2,0.9212787212786872,0.0,0.0,1,1003.0,4.0,1156476,16.883287506252785
106164,5271013,190223,0,1,11.0,0,3.0,1,4418159.0,5,1,0,0,20.0,2,0.9085914085914064,0.0,1.0,0,7918.0,,1704710,14.439132187564745
85173,5179673,172092,1,1,4.0,0,54.0,1,333086.0,0,1,3,3,15.0,3,0.93666333665124,1.0,0.0,0,318.0,2.0,1524913,15.384690222533077
33641,5274695,147475,0,1,9.0,0,17.0,2,2214364.0,3,3,1,1,20.0,4,0.9921078921078876,1.0,0.0,1,437.0,2.0,1597453,30.954908742956686
153613,5309973,39450,0,1,10.0,6,50.0,2,6797977.0,7,1,0,5,22.0,2,0.9586413586413586,1.0,0.0,1,517.0,2.0,1771714,12.15952765542642
55781,5176131,167927,0,2,6.0,4,11.0,1,195865.0,0,1,0,2,15.0,2,0.9212787212787092,0.0,1.0,0,,,1506276,18.85907700300531
122208,5317271,156891,1,1,7.0,2,10.0,1,7554123.0,8,1,0,6,23.0,2,0.9602163138954116,0.0,1.0,1,765.0,3.0,1463570,16.41776880582106
190592,5225059,174641,0,1,4.0,4,2.0,1,439992.0,1,3,0,0,18.0,4,0.9151848151848272,1.0,0.0,1,297.0,1.0,1533656,13.062833689625604
183591,5217416,65213,1,1,16.0,2,3.0,2,1730292.0,2,1,0,3,17.0,2,0.9380619380619556,1.0,1.0,1,,,1510848,8.648632687033649
172001,5276083,17064,0,0,,3,,1,7519165.0,8,2,2,8,20.0,0,0.9806193806193768,1.0,0.0,0,,,1659268,12.534462835271706
97898,5262782,167566,0,0,,4,,2,9363405.0,10,2,2,8,20.0,1,0.9514485514485505,1.0,1.0,0,2496.0,9.0,1504906,21.499812254109703
82964,5222766,173302,0,1,11.0,0,2.0,2,3145234.0,4,2,1,4,18.0,4,0.942557442557445,1.0,0.0,1,322.0,2.0,1530848,18.56516002908601
238444,5329508,192078,0,1,3.0,2,8.0,2,9354642.0,10,1,2,2,24.0,0,0.9235764235763844,1.0,0.0,0,1094.0,4.0,1628496,17.450975197915582
91631,5209948,54991,0,1,12.0,2,17.0,2,1961250.0,3,3,1,1,17.0,4,0.9151848151848272,1.0,0.0,0,105.0,1.0,1227768,13.612773713539877
174125,5207696,14958,0,1,16.0,0,10.0,1,2222754.0,3,3,0,2,18.0,1,0.9504495504495508,1.0,1.0,1,482.0,2.0,1347727,17.8056705307658
182074,5324942,174232,0,1,5.0,0,2.0,1,450143.0,1,3,1,1,23.0,4,0.992507492507494,1.0,0.0,0,185.0,1.0,1534172,5.241397134420611
201051,5060480,80653,0,1,12.0,0,22.0,2,3296132.0,4,3,0,2,9.0,1,0.948351648351654,1.0,1.0,0,,,1111759,17.36412291763941
138753,5289981,170465,0,2,13.0,2,14.0,1,9337582.0,10,3,2,8,21.0,0,0.9805194805194862,0.0,0.0,1,564.0,2.0,1741208,15.183259474255076
84498,5163575,111343,0,1,7.0,0,21.0,2,2294006.0,3,3,4,5,15.0,1,0.9499500499500492,0.0,0.0,0,,,1255181,25.191993749187695
97622,5342750,173967,0,2,3.0,1,10.0,1,411537.0,1,1,0,3,26.0,0,0.9809190809190796,0.0,0.0,0,,,1834212,16.037947112430096
53718,5162293,152808,1,2,6.0,4,37.0,2,1610800.0,2,2,0,3,14.0,2,0.956343656343655,0.0,1.0,1,139.0,1.0,1449478,17.180672889347626
204295,5204862,163638,1,1,9.0,0,38.0,2,6886788.0,7,3,4,5,17.0,1,0.9501498501498516,1.0,1.0,0,83.0,1.0,1573556,13.729243973833054
93101,5287697,182184,0,1,5.0,2,12.0,1,5284698.0,6,1,2,3,21.0,0,0.9349650349650328,0.0,0.0,0,99.0,1.0,1657705,15.548580694409337
250845,5295212,62829,0,1,8.0,0,,1,2764822.0,3,2,1,1,21.0,0,0.9339660339660432,1.0,0.0,0,568.0,2.0,1616164,18.270891627189233
90836,5237941,94827,0,1,18.0,1,3.0,1,2623404.0,3,1,0,3,18.0,2,0.9380619380619559,0.0,0.0,0,,,1615887,10.523651136057058
169249,5293012,37835,1,1,12.0,0,1.0,1,9656723.0,10,3,0,6,21.0,1,0.9510489510489576,1.0,1.0,1,537.0,2.0,1390772,13.24959916344168
222722,5165979,169890,0,2,1.0,1,12.0,1,255236.0,0,1,3,1,15.0,3,0.9113886113886128,0.0,0.0,1,156.0,1.0,1513574,35.15134943389225
97014,5184814,172760,0,1,5.0,4,12.0,1,364400.0,0,1,3,3,15.0,3,0.9367632367632276,0.0,0.0,0,55.0,1.0,1527333,15.186190383587178
186870,5248021,177508,0,1,6.0,3,17.0,1,3426061.0,4,2,1,1,19.0,0,0.9339660339660434,0.0,0.0,1,278.0,1.0,1658692,16.713446803831673
245836,5198800,132407,0,2,4.0,0,9.0,1,1784447.0,2,1,0,0,17.0,2,0.9084915084915152,0.0,1.0,0,,,1511068,23.390485894718942
